FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G0-pks
1016,4525.702272,1,64563699.42,0.035021833,
1018,4525.735616,1,64563732.74,0.034782753,
1020,4525.76896,1,64563766.25,0.034992778,
1022,4525.802272,1,64563799.53,0.034860786,
1024,4525.835616,1,64563832.87,0.034604274,
1026,4525.86896,1,64563866.19,0.03506749,
1028,4525.902272,1,64563899.48,0.034147698,
1030,4525.935616,1,64563932.88,0.034775282,
1032,4525.968928,1,64563966.22,0.035236008,
1034,4526.002272,1,64563999.62,0.035231027,
1036,4526.035616,1,64564032.88,0.035924192,
1038,4526.068928,1,64564066.16,0.035304079,
1040,4526.102272,1,64564099.43,0.035920041,
1042,4526.135616,1,64564132.77,0.03579469,
1044,4526.168928,1,64564166.16,0.035031794,
1046,4526.202272,1,64564199.53,0.03536883,
1048,4526.235616,1,64564232.92,0.035167937,
1050,4526.268928,1,64564266.27,0.035936644,
1052,4526.302272,1,64564299.58,0.036002225,
1054,4526.335584,1,64564332.88,0.035998074,
1056,4526.368928,1,64564366.35,0.036389069,
1058,4526.40224,1,64564399.63,0.036168252,
1060,4526.435584,1,64564432.96,0.035984792,
1062,4526.468928,1,64564466.39,0.035901778,
1064,4526.50224,1,64564499.61,0.035606249,
1066,4526.535584,1,64564532.77,0.035822915,
1068,4526.568928,1,64564566.18,0.036037091,
1070,4526.60224,1,64564599.55,0.035478408,
1072,4526.635584,1,64564632.84,0.035752353,
1074,4526.668896,1,64564666.21,0.035956567,
1076,4526.70224,1,64564699.58,0.035658548,
1078,4526.735584,1,64564732.98,0.035902608,
1080,4526.768896,1,64564766.32,0.035330644,
1082,4526.80224,1,64564799.55,0.035150504,
1084,4526.835584,1,64564832.87,0.034989457,
1086,4526.868896,1,64564866.34,0.034856635,
1088,4526.90224,1,64564899.64,0.034427454,
1090,4526.935584,1,64564933.04,0.034892331,
1092,4526.968896,1,64564966.41,0.035343926,
1094,4527.00224,1,64564999.59,0.034770301,
1096,4527.035584,1,64565032.93,0.035559762,
1098,4527.068896,1,64565066.44,0.035718318,
1100,4527.10224,1,64565099.61,0.035230197,
1102,4527.135584,1,64565132.89,0.035749863,
1104,4527.168896,1,64565166.39,0.034253125,
1106,4527.20224,1,64565199.55,0.033651276,
1108,4527.235552,1,64565232.88,0.034628348,
1110,4527.268896,1,64565266.24,0.033921901,
1112,4527.302208,1,64565299.58,0.034012386,
1114,4527.335552,1,64565333.02,0.034505487,
1116,4527.368896,1,64565366.39,0.033911939,
1118,4527.402208,1,64565399.68,0.034439906,
1120,4527.435552,1,64565433.02,0.035227707,
1122,4527.468864,1,64565466.34,0.034273049,
1124,4527.502208,1,64565499.69,0.034969534,
1126,4527.535552,1,64565533.0,0.035216915,
1128,4527.568864,1,64565566.34,0.034722983,
1130,4527.602208,1,64565599.56,0.035714167,
1132,4527.635552,1,64565632.99,0.035772277,
1134,4527.668864,1,64565666.42,0.03518786,
1136,4527.702208,1,64565699.6,0.036121765,
1138,4527.735552,1,64565732.95,0.035234348,
1140,4527.768864,1,64565766.31,0.035570553,
1142,4527.802208,1,64565799.73,0.035037605,
1144,4527.835552,1,64565833.11,0.034792715,
1146,4527.868864,1,64565866.47,0.035356378,
1148,4527.902208,1,64565899.79,0.03500523,
1150,4527.935552,1,64565933.29,0.035024323,
1152,4527.968864,1,64565966.53,0.035771447,
1154,4528.002208,1,64565999.85,0.03488486,
1156,4528.03552,1,64566033.14,0.035538178,
1158,4528.068864,1,64566066.57,0.034902293,
1160,4528.102176,1,64566099.65,0.03488486,
1162,4528.13552,1,64566133.08,0.035255101,
1164,4528.168864,1,64566166.35,0.03458435,
1166,4528.202176,1,64566199.73,0.035416978,
1168,4528.23552,1,64566233.02,0.035339775,
1170,4528.268864,1,64566266.5,0.035114808,
1172,4528.302176,1,64566299.81,0.035942455,
1174,4528.33552,1,64566333.16,0.035417808,
1176,4528.368832,1,64566366.55,0.035842008,
1178,4528.402176,1,64566399.73,0.035952417,
1180,4528.43552,1,64566433.24,0.035745712,
1182,4528.468832,1,64566466.56,0.035884345,
1184,4528.502176,1,64566499.87,0.035320682,
1186,4528.53552,1,64566533.15,0.035582175,
1188,4528.568832,1,64566566.36,0.035922532,
1190,4528.602176,1,64566599.72,0.034678156,
1192,4528.63552,1,64566633.05,0.03542694,
